id;CensusTract;County;Borough;TotalPop;Men;Women;Hispanic;White;Black;Native;Asian;Citizen;Income;IncomeErr;IncomePerCap;IncomePerCapErr;Poverty;ChildPoverty;Professional;Service;Office;Construction;Production;Drive;Carpool;Transit;Walk;OtherTransp;WorkAtHome;MeanCommute;Employed;PrivateWork;PublicWork;SelfEmployed;FamilyWork;Unemployment;Latitude;Longitude;State;location
736;36047047600;Kings;Brooklyn;3958;2104;1854;7.7;89.2;2;0.6;0.5;1791;45588;12938;15390;3084;29.6;39;38.9;13.5;30.5;13;4;31.7;5.8;24;34.6;0;3.9;27.3;1248;87.5;7;5.5;0;9.5;406.292.462.312;-739.824.120.603;NY;40.6292462312 -73.9824120603
737;36047047700;Kings;Brooklyn;3760;1767;1993;10.5;73.7;4.1;0;8.6;3169;86932;12112;51153;5040;11.4;12.7;66.3;8.5;17.8;3.4;4;13.3;1.4;64.3;5.9;4.2;10.9;34;2888;83.2;3.8;13;0;2.3;407.151.758.794;-739.444.221.106;NY;40.7151758794 -73.9444221106
738;36047047800;Kings;Brooklyn;4320;2417;1903;18.2;73.7;0.3;0;6.8;2013;31708;7007;16873;4524;35.4;50.2;29.9;10.4;35.4;15.5;8.8;13.5;5.6;47.1;25;7.4;1.4;32.7;1430;93.4;4.7;2;0;8.8;406.315.075.377;-739.824.120.603;NY;40.6315075377 -73.9824120603
739;36047048000;Kings;Brooklyn;3623;1817;1806;21.7;68.7;2.1;0;7;1790;30968;8764;14784;2203;31.9;33.4;43;20.1;20.3;7.7;8.9;26.7;12;32.9;22.4;5;1;37;1208;84.4;9.3;6.3;0;9.8;406.292.462.312;-73.976.080.402;NY;40.6292462312 -73.976080402
740;36047048100;Kings;Brooklyn;3092;1340;1752;38.7;46;4.3;0;9.2;2165;72717;10764;34720;4579;15.7;5.7;59.9;22.5;8.2;3.3;6.1;15.6;4.8;66.6;4.9;3;5.1;33.5;1690;81.4;6.7;11.9;0;10.2;407.129.145.729;-739.380.904.523;NY;40.7129145729 -73.9380904523
741;36047048200;Kings;Brooklyn;5688;3006;2682;6.8;53.6;4.1;0.2;32.4;2736;31992;4792;15411;2204;34.4;53.6;27.9;21.9;23.4;15.1;11.7;26.6;2.5;48.4;14.3;3.8;4.5;41.9;2166;81.5;12.2;5.9;0.4;10.2;406.315.075.377;-739.697.487.437;NY;40.6315075377 -73.9697487437
742;36047048400;Kings;Brooklyn;6210;3033;3177;7.7;79.4;4.3;0;5.1;3021;40724;10134;15278;2441;34.1;48;39.7;19.7;27.4;5.1;8;30.6;4.2;43.8;16.4;2.8;2.2;34.9;2289;82.7;12.1;5.1;0;4.1;406.315.075.377;-73.976.080.402;NY;40.6315075377 -73.976080402
743;36047048500;Kings;Brooklyn;3034;1756;1278;44.1;45.6;5.1;0;3.8;2396;85924;15913;32718;3838;18.5;36.2;47.4;21.5;22;3;6.1;7.5;0;68.5;9.6;9.9;4.6;34.4;2155;83.2;8;8.7;0;6.4;407.038.693.467;-739.380.904.523;NY;40.7038693467 -73.9380904523
744;36047048600;Kings;Brooklyn;3355;1784;1571;35.6;23.9;1.7;0.6;37.9;1485;44489;7592;16666;1872;25.4;35.7;20;26.3;20.3;15.3;18.1;17.8;1.2;61.5;9.1;6.4;4;39.2;1487;80.1;10.9;8.3;0.7;4.1;406.360.301.508;-739.792.462.312;NY;40.6360301508 -73.9792462312
745;36047048800;Kings;Brooklyn;3961;1878;2083;19.8;46.3;6;0;24.3;2217;52000;18532;24861;4039;25.1;37.3;37.8;24.9;25.1;6.3;5.9;13.3;3.7;66.5;11;1.5;4;41.5;1688;80;13.6;6.4;0;7.4;406.382.914.573;-73.976.080.402;NY;40.6382914573 -73.976080402
746;36047049000;Kings;Brooklyn;6156;3195;2961;16.9;57.9;7.4;0;13.6;3414;35642;7778;22161;7315;31.9;49.1;32.7;29.6;16;5.9;15.8;18.6;8;61.9;5.1;0.8;5.6;40.4;2746;78.6;13;8.5;0;9.4;406.382.914.573;-739.729.145.729;NY;40.6382914573 -73.9729145729
747;36047049100;Kings;Brooklyn;6017;2854;3163;32.6;16.6;12.6;0;37.9;4013;32813;5966;20690;2798;18.2;15.9;33.1;20.4;23.1;8.1;15.3;10.9;5.5;77.7;4.9;0;1;39;2606;89.1;8.1;2.8;0;7.8;407.016.080.402;-739.444.221.106;NY;40.7016080402 -73.9444221106
748;36047049200;Kings;Brooklyn;3637;1974;1663;15.5;44.7;14;0.4;24.7;1986;46146;6929;18859;3650;31.5;49.5;37.6;16.3;17.8;12;16.4;19.1;7.2;50;3.5;7.6;12.5;39;1302;78;9.4;12.7;0;10.5;406.382.914.573;-739.697.487.437;NY;40.6382914573 -73.9697487437
749;36047049300;Kings;Brooklyn;7398;3311;4087;63.6;19.2;9.3;0;3.4;4838;30613;8494;22531;4881;29.6;35.3;40.6;22.8;20.7;3.9;12;9;1.8;69;8.5;6.2;5.5;35.2;3582;76.2;13.8;10;0;10.8;407.061.306.533;-739.412.562.814;NY;40.7061306533 -73.9412562814
750;36047049400;Kings;Brooklyn;5574;2568;3006;13.4;51.2;11.4;0;20.8;3396;47397;8122;25848;3554;19.6;14.8;43.7;20.9;16.4;6.2;12.8;21.9;1.5;62.4;1.5;10;2.8;41;2520;76.5;13.1;10.5;0;8.6;406.428.140.704;-73.976.080.402;NY;40.6428140704 -73.976080402
751;36047049500;Kings;Brooklyn;2702;1342;1360;18.8;67.1;0.3;0;10.3;1984;73913;30234;44010;6631;13.3;6.1;57.1;23.2;15.5;1.9;2.3;5.4;2.8;76.8;8.3;1;5.8;31.6;1764;86.1;4.9;8.5;0.6;5.6;407.129.145.729;-739.444.221.106;NY;40.7129145729 -73.9444221106
752;36047049600;Kings;Brooklyn;3933;1992;1941;24.6;35.3;2.1;0;29.5;2314;57477;7657;25117;3414;12.7;8.2;40.2;26.7;21.2;7.2;4.7;16.1;4.1;68.9;6.9;1.5;2.5;47.6;1853;76.1;15.1;8.4;0.4;7.8;406.428.140.704;-739.824.120.603;NY;40.6428140704 -73.9824120603
753;36047049700;Kings;Brooklyn;2776;1287;1489;9.8;71.6;1.1;0;13.4;2427;79934;23417;61600;11495;10.1;27.7;67.8;13.2;14.4;2.7;1.9;7.2;1.4;69.7;3.2;4.2;14.4;30;2106;73.5;7.5;19;0;5.3;407.151.758.794;-739.444.221.106;NY;40.7151758794 -73.9444221106
754;36047049800;Kings;Brooklyn;4535;2228;2307;10;42.7;4;0;37.2;3196;67907;11113;28692;2888;18.2;27.5;52.9;14.6;19.1;5.5;7.9;20.9;2.3;67.3;4.3;1.6;3.6;43.1;2251;76.5;12.2;9.7;1.6;6.3;406.450.753.769;-739.855.778.894;NY;40.6450753769 -73.9855778894
755;36047049900;Kings;Brooklyn;1728;939;789;18.7;73.4;0.3;0;5.7;1244;70031;8605;43567;6187;6.3;0;48.6;16.7;16.9;7.6;10.2;10.8;2.5;62.9;13.2;5.1;5.5;36;1075;84.6;4.9;10.5;0;10.4;407.196.984.925;-739.475.879.397;NY;40.7196984925 -73.9475879397
756;36047050000;Kings;Brooklyn;3684;1598;2086;10.5;58.3;6.9;0.3;18;2371;78313;12713;37034;3830;9.6;5.1;62.1;14.4;15.5;2.3;5.8;9.6;3.3;78.3;1.1;1.8;6;44.4;1825;74.6;16.6;8.8;0;5.3;406.473.366.834;-739.792.462.312;NY;40.6473366834 -73.9792462312
757;36047050100;Kings;Brooklyn;2962;1394;1568;16.6;71.7;5.5;0;5;2297;73919;11658;44306;6374;11.1;17.9;51.6;23;17.4;3.7;4.3;10.7;1.8;65;12.1;5.6;4.7;30.6;1990;90.8;4.7;4.5;0;6;407.151.758.794;-739.507.537.688;NY;40.7151758794 -73.9507537688
758;36047050202;Kings;Brooklyn;2405;1101;1304;9.2;84.8;0.8;0;3.4;1925;73081;12580;58989;13084;9;0;70.6;4.7;20.9;1.6;2.2;10.8;1.9;70.3;3.8;6.6;6.5;43.4;1352;75.2;13.5;11.2;0;2.1;406.518.592.965;-73.976.080.402;NY;40.6518592965 -73.976080402
759;36047050300;Kings;Brooklyn;2431;1224;1207;22.5;71.9;0;0;3.1;1743;69712;12481;42986;6557;10.2;14.7;47.7;18.7;16.5;10.6;6.5;9.5;1.5;79.3;2.7;2.8;4.2;31.3;1580;88.2;6.8;5;0;5.7;407.106.532.663;-739.475.879.397;NY;40.7106532663 -73.9475879397
760;36047050400;Kings;Brooklyn;4824;2302;2522;19.5;51.2;13.1;0;12.8;3434;86771;13097;46356;10566;11.6;25;54.3;13.4;22.6;4.3;5.3;15.1;2.6;69.6;3.9;3.2;5.6;42;2829;77.3;13.4;9.3;0;5.9;406.473.366.834;-739.729.145.729;NY;40.6473366834 -73.9729145729
761;36047050500;Kings;Brooklyn;4289;2189;2100;51.4;29.1;8.3;1;9.5;3370;30216;6538;21002;3084;30.8;56;35.8;13.3;38.5;2.2;10.2;10.4;1.7;74.8;6.5;2.8;3.8;36.7;2063;84;10.6;5.5;0;12.6;407.061.306.533;-739.444.221.106;NY;40.7061306533 -73.9444221106
762;36047050600;Kings;Brooklyn;5740;2674;3066;34.7;12.8;45.5;0;6.1;3197;48583;8159;20528;2510;21.1;28.6;29.3;35.9;15.5;6.3;13;17.4;3.1;71.9;1.3;3.9;2.3;43.8;2646;75.1;11.8;13.2;0;9;406.473.366.834;-739.697.487.437;NY;40.6473366834 -73.9697487437
763;36047050700;Kings;Brooklyn;2417;1394;1023;19.6;69.9;5.9;0;0.9;943;30625;7489;10017;2314;52.1;61;28;12.5;46.4;1.4;11.7;7.4;7.3;31.2;45.3;5.1;3.6;26.2;640;89.8;10.2;0;0;11.6;407.016.080.402;-739.475.879.397;NY;40.7016080402 -73.9475879397
764;36047050801;Kings;Brooklyn;3948;2067;1881;25.7;6.8;60.5;0;6.7;2059;40417;14637;17967;3007;29.9;31.9;16.2;48.5;18.2;9.2;7.8;10;1.2;81.4;2.6;1.5;3.3;44.4;1904;86.8;8;5.3;0;15.4;406.518.592.965;-739.602.512.563;NY;40.6518592965 -73.9602512563
765;36047050803;Kings;Brooklyn;2111;983;1128;18.2;19.9;57.2;0;3.2;1253;38807;9141;20180;2828;15.2;23;40.4;32.1;16.7;4.4;6.3;11.6;0.3;76.6;1.4;3.6;6.5;39.5;1027;85.9;5.8;8.3;0;13.2;40.654.120.603;-739.602.512.563;NY;40.654120603 -73.9602512563
766;36047050804;Kings;Brooklyn;5782;2801;2981;31.3;12.9;51.8;0;1.5;3682;50440;3068;25129;2980;18.6;32.2;30.6;36.4;20.5;7.1;5.5;8.7;1.3;80.2;4;2;3.7;41.1;3373;75.7;13.5;10.8;0;9.9;406.518.592.965;-739.634.170.854;NY;40.6518592965 -73.9634170854
767;36047050900;Kings;Brooklyn;4104;2401;1703;5.6;91.5;2.1;0;0;1422;32762;4191;10644;3622;57;59.9;37.2;8.3;44.1;1;9.4;15.7;9.9;25.2;41.4;0.7;7.1;26.3;882;92.2;5.1;2.7;0;3.8;407.016.080.402;-739.507.537.688;NY;40.7016080402 -73.9507537688
768;36047051001;Kings;Brooklyn;4274;1817;2457;15.2;11;71.1;0.3;1.1;2798;44332;8858;21959;2524;7.4;7.6;31.5;30.6;24.2;5.2;8.5;6.1;2.4;77;6.4;2.2;5.9;45.1;2322;75.2;19.3;5.6;0;13.4;406.450.753.769;-739.602.512.563;NY;40.6450753769 -73.9602512563
769;36047051002;Kings;Brooklyn;5028;2571;2457;23.1;8.2;63.9;0;2.2;2902;45982;8300;20049;2232;16.7;18.8;26.8;27.6;22;9.6;14;7.4;2.5;83.4;1.7;2.2;2.8;49.1;2408;75.5;15.7;8.8;0;12.3;406.473.366.834;-739.602.512.563;NY;40.6473366834 -73.9602512563
770;36047051100;Kings;Brooklyn;3798;1774;2024;41.8;34.9;6.7;0;15.9;2732;31047;10042;26421;3750;29.2;56.7;37;28.7;26.2;3.8;4.3;7.9;0;80.1;5.3;4.2;2.6;40.8;1963;85.5;8;6.5;0;8.4;407.061.306.533;-739.475.879.397;NY;40.7061306533 -73.9475879397
771;36047051200;Kings;Brooklyn;6103;2558;3545;21.3;9.5;61.9;0.5;1;3612;36661;10393;22405;3002;19.7;25.8;30.6;31.3;24.1;5.4;8.6;6.8;0.5;83.8;1.7;3.4;3.7;47.7;2987;76.9;17.2;5.9;0;9.2;406.450.753.769;-739.634.170.854;NY;40.6450753769 -73.9634170854
772;36047051300;Kings;Brooklyn;4458;1953;2505;37;52;0.8;0;6.3;3229;66951;10960;38738;4373;14.6;39.4;58.9;13.7;21;3.2;3.2;7.7;0;70.5;11.9;1.3;8.6;33.6;3068;81.4;9.6;9.1;0;5;407.106.532.663;-73.953.919.598;NY;40.7106532663 -73.953919598
773;36047051400;Kings;Brooklyn;7261;3444;3817;28.2;15.4;48.7;0;4.3;4053;45685;5913;25384;3782;16.3;17.4;31.9;33.3;12.9;8.4;13.4;17.3;5.8;60.8;7;5.8;3.4;40.4;3712;76.3;17.6;6.1;0;10.9;406.428.140.704;-739.634.170.854;NY;40.6428140704 -73.9634170854
774;36047051500;Kings;Brooklyn;1367;674;693;17;67.1;5.5;0;7.5;988;96146;13423;69754;10753;7.2;0;68.7;11.2;16.3;1.4;2.4;7.5;1.5;67.6;8.2;3.7;11.5;35.5;986;88.1;3.9;8;0;3.4;407.174.371.859;-739.507.537.688;NY;40.7174371859 -73.9507537688
775;36047051601;Kings;Brooklyn;5186;2129;3057;14.8;5.8;72.8;0;6;2942;34241;5367;17056;1836;18.6;24.6;21.9;44.1;25.6;1.1;7.4;21.2;2.2;72.6;0.6;2.6;0.8;43.2;2391;84.9;11;4.1;0;10.1;406.382.914.573;-739.570.854.271;NY;40.6382914573 -73.9570854271
776;36047051602;Kings;Brooklyn;3819;1439;2380;12.8;5.4;79.9;0;0.2;2088;38813;6117;16822;2642;21.2;30.8;32.1;41.3;12.9;2.8;10.9;18.1;4.4;62.5;8.4;0;6.5;43.7;1653;80;16.4;3.6;0;8.8;406.405.527.638;-739.570.854.271;NY;40.6405527638 -73.9570854271
777;36047051700;Kings;Brooklyn;1998;1018;980;10.1;74.7;2;0;12.2;1445;100814;17797;70115;12038;9.1;0;73.1;6.7;15.2;2.4;2.7;5.3;2.2;76.1;10.1;2.1;4.3;29.6;1488;86.3;2.5;11.2;0;4.9;407.196.984.925;-739.570.854.271;NY;40.7196984925 -73.9570854271
778;36047051800;Kings;Brooklyn;3481;1384;2097;22;26.3;38;0;10.4;2454;69856;11516;39077;5095;15.2;13.8;48;22.1;19.5;4.7;5.8;17.8;3.4;67.9;5.2;0.3;5.4;42.4;1791;77;17.2;5.8;0;9.4;406.360.301.508;-739.602.512.563;NY;40.6360301508 -73.9602512563
779;36047051900;Kings;Brooklyn;4299;2437;1862;11.7;73.7;3.2;0;8.3;3518;87087;7769;62145;7938;8.8;10.7;75.9;6.5;11.5;0.5;5.5;3.8;1.1;76.1;4.9;5.3;8.8;31.6;3195;87;4.9;8.1;0;5.3;407.129.145.729;-739.570.854.271;NY;40.7129145729 -73.9570854271
780;36047052000;Kings;Brooklyn;4566;2098;2468;13.3;24.9;20.7;0;33;2679;47130;15368;24920;4335;21.5;28.7;37;24.5;26.8;2.8;8.9;11.9;1.6;70.2;9;2.6;4.6;41.9;2013;75.6;12.5;11.9;0;8.7;406.360.301.508;-739.634.170.854;NY;40.6360301508 -73.9634170854
781;36047052300;Kings;Brooklyn;5670;2732;2938;56.1;33;1.2;0.5;6.4;4199;43076;6571;28717;4272;17.4;16.1;42;19.9;29.1;1.6;7.4;4.9;0.5;76;9;3.6;5.9;33.2;3285;81.4;7.9;10.7;0;4.3;407.106.532.663;-739.602.512.563;NY;40.7106532663 -73.9602512563
782;36047052500;Kings;Brooklyn;3338;1523;1815;25.5;66.4;4.5;0;3.6;2130;20993;6964;16314;3523;40.4;49.7;43.5;13.8;33.1;2.5;7.1;12.8;3;51;24.5;2.4;6.2;27.5;1178;86.2;7.5;6.3;0;3.8;407.083.919.598;-739.602.512.563;NY;40.7083919598 -73.9602512563
783;36047052600;Kings;Brooklyn;4712;2128;2584;19.1;42.1;21.9;0.3;13.8;2774;60159;5716;27605;3636;15.1;15.3;45.5;30.2;12;2.4;9.9;8.8;3.4;74.8;4.4;3.8;4.8;44.2;2474;77.4;13.7;8.9;0;8;406.337.688.442;-739.665.829.146;NY;40.6337688442 -73.9665829146
784;36047052700;Kings;Brooklyn;6705;3397;3308;70.5;19;3.6;0;3.9;4265;32022;7106;20287;2581;38.3;67.3;40.4;28.5;22.9;2.3;5.9;5.2;2.1;70.2;11.3;5.2;5.9;32.4;3120;83.3;8.8;7.9;0;14.1;407.061.306.533;-739.570.854.271;NY;40.7061306533 -73.9570854271
785;36047052800;Kings;Brooklyn;1843;916;927;7.9;58.4;5.8;0;28;1199;88068;22499;43165;6766;9.7;14.5;58.1;6.8;21.4;3.3;10.5;26.7;4.2;58.6;1.7;2.6;6.2;48.4;842;77.6;12.5;10;0;3.4;406.315.075.377;-739.634.170.854;NY;40.6315075377 -73.9634170854
786;36047052900;Kings;Brooklyn;3994;2251;1743;8.5;89.8;1.7;0;0;1910;31962;12064;11549;2612;50.8;58.4;45.4;11;24.9;1.5;17.2;16;8.3;25.8;46.9;1;2.1;21.9;1120;89.7;3.3;7;0;3.9;407.038.693.467;-739.570.854.271;NY;40.7038693467 -73.9570854271
787;36047053000;Kings;Brooklyn;3619;1758;1861;5.8;62.5;3.6;0;27.5;1902;37273;8057;19752;3555;23.9;27.6;38.5;20.7;21.9;3.7;15.1;20.2;6.9;56.7;11.8;1.8;2.7;38.2;1549;84.2;11.7;4.1;0;10.3;406.269.849.246;-739.634.170.854;NY;40.6269849246 -73.9634170854
788;36047053100;Kings;Brooklyn;8924;4582;4342;3.4;95.1;0.1;0;0.6;3373;33945;7118;13155;5811;51.1;56.9;42.7;8.8;41;3.3;4.2;15.2;6.9;23.1;49;0.8;5;22.7;2215;90.6;4;5;0.5;1.6;406.993.467.337;-739.570.854.271;NY;40.6993467337 -73.9570854271
789;36047053200;Kings;Brooklyn;2539;1188;1351;3.2;61.4;6.8;0;27.2;1660;49395;11935;30739;7770;19.6;25;43.6;18.4;25.4;6.8;5.9;32.6;2.2;52.6;9.2;0;3.4;42.5;923;79.6;15.3;5.1;0;12.6;406.247.236.181;-739.602.512.563;NY;40.6247236181 -73.9602512563
790;36047053300;Kings;Brooklyn;6905;3547;3358;0.7;96.8;1.2;0;1.2;3430;20931;3052;9899;3718;61.7;71.6;34.7;9.4;45.2;0.7;10;9.2;8.2;15.1;56.7;0.5;10.2;21;1667;91.4;2.1;5.4;1.1;0.5;407.016.080.402;-739.570.854.271;NY;40.7016080402 -73.9570854271
791;36047053400;Kings;Brooklyn;4227;2107;2120;5.2;63.4;5.7;1.1;22.4;2377;31004;12494;18955;5252;38.2;59.5;42.9;20.6;20.8;6.6;9.1;19.2;4.7;56.6;11.3;3.2;5.1;33.8;1386;80.7;13;6.3;0;12.6;40.620.201.005;-739.634.170.854;NY;40.620201005 -73.9634170854
792;36047053500;Kings;Brooklyn;4326;2289;2037;5.5;90.3;3.7;0.5;0;2061;20044;3375;7783;1689;61.9;70.5;40.9;14.7;33.6;4.9;5.9;15.2;2.8;13.7;60.1;3.1;5.1;18.6;1253;90.7;4.2;5.1;0;5.1;407.038.693.467;-739.602.512.563;NY;40.7038693467 -73.9602512563
793;36047053700;Kings;Brooklyn;3392;1723;1669;0.9;94.1;1.5;0;0.9;1637;26346;6901;9026;2198;49.2;46.2;30.8;15.7;47.4;1.9;4.2;16.3;9.6;19.3;54.1;0;0.6;20.8;839;93.9;4.6;1.4;0;1.5;406.993.467.337;-739.602.512.563;NY;40.6993467337 -73.9602512563
794;36047053800;Kings;Brooklyn;4265;2063;2202;17.7;75.2;2.1;0;3.8;2718;27192;8484;19985;3554;29.3;41;48.8;18.2;15.1;4.9;13;39.4;6.9;36.8;11.3;0;5.5;37.3;1913;78.6;6.9;14.5;0;8.9;406.179.396.985;-739.570.854.271;NY;40.6179396985 -73.9570854271
795;36047053900;Kings;Brooklyn;2638;1313;1325;14.4;82.2;2.9;0;0.4;1591;19602;3091;11949;2251;53.8;65.3;22.4;23.2;49.3;2;3.1;21;5.5;30;35.9;0.3;7.4;25.1;781;85.9;4.7;5.9;3.5;8.7;407.016.080.402;-739.634.170.854;NY;40.7016080402 -73.9634170854
796;36047054200;Kings;Brooklyn;4719;2339;2380;15.1;73.7;3.8;0;6.1;2762;39468;10226;20891;3166;31.9;43.5;40.7;23.9;24.1;7.8;3.6;18.3;9;56.6;12.7;1;2.3;37.9;1801;82.9;12.9;4.2;0;11;406.111.557.789;-739.602.512.563;NY;40.6111557789 -73.9602512563
797;36047054300;Kings;Brooklyn;382;214;168;23.6;50.8;17;0;2.6;255;92500;48818;54282;19808;10.2;40.3;56.5;15.5;21.9;0;6.1;16.8;0;46;4;8;25.2;39;278;85.3;9.7;5;0;10.3;406.970.854.271;-739.792.462.312;NY;40.6970854271 -73.9792462312
798;36047054400;Kings;Brooklyn;2918;1333;1585;0.5;90.6;0;0;8.4;2039;44453;31211;36558;7942;23.7;15.5;41.4;13.2;33.8;3.5;8;30.2;8.1;35.8;21.4;3.5;1;31.5;1269;78.4;9.3;12.3;0;6.5;406.111.557.789;-739.570.854.271;NY;40.6111557789 -73.9570854271
799;36047054500;Kings;Brooklyn;7169;3473;3696;21.1;70.6;8.1;0;0;3997;16638;2944;12778;4262;52.6;57.4;27.9;14.5;44.7;7;5.9;16.9;10.1;26.2;41.6;2;3.1;27.5;1720;92.8;5.1;2.1;0;8.9;407.038.693.467;-739.665.829.146;NY;40.7038693467 -73.9665829146
800;36047054600;Kings;Brooklyn;4457;1966;2491;8.3;84.6;1.3;0;5.1;2595;31868;9091;26605;6545;22.5;17.1;45.4;20.2;16.7;4;13.8;26.1;9.5;47.5;16;0;0.9;40.5;1818;82.5;13.6;3.9;0;8.8;406.111.557.789;-73.953.919.598;NY;40.6111557789 -73.953919598
801;36047054700;Kings;Brooklyn;5071;2615;2456;19.1;69.3;4.9;0;5.1;2912;39773;9086;21313;2567;43.4;54.8;55.7;13.9;20.4;1.2;8.8;10.1;4.7;47.6;18.8;9.6;9.2;34.2;2125;84.1;5.2;10.7;0;6.7;407.083.919.598;-739.697.487.437;NY;40.7083919598 -73.9697487437
802;36047054800;Kings;Brooklyn;2193;1042;1151;8.1;85.5;1.3;0;4.3;1377;58906;11388;34281;8465;13.2;23.7;45.9;12.7;21.1;15;5.4;29;10.2;35.3;19.5;2.8;3.3;38.6;874;79.4;9;11.6;0;7.4;406.088.944.724;-739.475.879.397;NY;40.6088944724 -73.9475879397
803;36047054900;Kings;Brooklyn;3480;1780;1700;14.7;72.7;2.2;0;5.4;2145;68043;11109;45763;8901;25.8;42.2;57.3;18.1;22.1;1;1.4;8.3;4;51.3;17.1;6.1;13.1;31.1;2002;84.4;4.4;11.2;0;6.3;407.106.532.663;-739.665.829.146;NY;40.7106532663 -73.9665829146
804;36047055000;Kings;Brooklyn;3744;1851;1893;13.4;76.4;0.6;0;8.8;2341;42993;13950;24734;4023;25.8;32.1;37.4;22.7;22.3;6.7;10.8;18.8;5.6;55.8;10;2.5;7.3;43.4;1633;86.8;8.8;4.5;0;5.3;406.066.331.658;-73.953.919.598;NY;40.6066331658 -73.953919598
805;36047055100;Kings;Brooklyn;6138;2989;3149;55.2;37.6;2.5;0;2.7;4231;63613;10517;33496;4709;13.8;18.1;51;13.2;26.5;6.2;3.1;11.4;1.4;64.7;11.6;6.3;4.5;32.7;3455;82.4;7.4;9.4;0.9;10.7;407.129.145.729;-739.665.829.146;NY;40.7129145729 -73.9665829146
806;36047055200;Kings;Brooklyn;3179;1626;1553;3.7;76.5;0.1;0;19.2;2159;41850;7823;26749;2960;20.1;25;36.7;28.7;23.2;4.8;6.7;15.8;2;73.2;7;0.6;1.3;45.8;1427;88;9.6;2.4;0;10.3;406.066.331.658;-739.570.854.271;NY;40.6066331658 -73.9570854271
807;36047055300;Kings;Brooklyn;2899;1538;1361;19.9;64.6;0.1;0.9;12.2;2295;80909;16862;51020;7817;12;8.8;64.8;11.2;18.8;1.2;4.1;6;0;73.5;3.9;4.3;12.2;33.6;2078;81.3;7.8;10.2;0.7;4.8;407.151.758.794;-739.602.512.563;NY;40.7151758794 -73.9602512563
808;36047055400;Kings;Brooklyn;4028;1875;2153;13.2;70.2;0.6;0;12;2404;51830;5825;23143;3742;21.3;27.3;29.1;21.6;30.2;9;10.2;19.5;2;59.1;10.6;2.5;6.2;37.2;1986;82.7;9.1;8.3;0;9.1;406.066.331.658;-739.602.512.563;NY;40.6066331658 -73.9602512563
809;36047055500;Kings;Brooklyn;5178;2653;2525;18.4;62.7;3.3;0;12.5;3580;108190;11578;72316;6036;9.1;8;73;8.1;16.4;0.7;1.9;8;0.9;75.2;3.9;4;8.1;36.7;3583;86.3;6.8;6.9;0;4.2;407.174.371.859;-739.665.829.146;NY;40.7174371859 -73.9665829146
810;36047055600;Kings;Brooklyn;3591;1768;1823;2;80.4;0.4;0;17.2;2064;50066;7441;23751;4145;11.5;16.8;41.8;20.2;21.1;7.9;9;31.7;4.8;44.6;8.8;5.9;4.2;37.4;1661;85.3;11.3;3.4;0;9.3;406.021.105.528;-739.602.512.563;NY;40.6021105528 -73.9602512563
811;36047055700;Kings;Brooklyn;2384;1237;1147;21.6;65.6;1.8;0;8.8;1856;92222;23673;82252;21143;11.3;9.8;65.4;8.3;19.5;5.1;1.6;10.6;0.5;71;8.1;2;7.8;35.3;1658;78.8;5.1;16.1;0;6.6;407.196.984.925;-739.602.512.563;NY;40.7196984925 -73.9602512563
812;36047055800;Kings;Brooklyn;2244;1090;1154;13.6;65.8;0;0;20.6;1557;53233;12682;25177;4171;16.1;20.6;37.4;29;16.8;10.7;6.1;32.7;4.1;46.8;14.2;0;2.1;37.6;998;93.6;5.8;0.6;0;10.8;406.021.105.528;-739.570.854.271;NY;40.6021105528 -73.9570854271
813;36047056000;Kings;Brooklyn;3681;1872;1809;2.9;82.2;1;0;13.9;2255;45788;11529;24443;3440;18.2;16.2;35.6;21.4;28.1;5.7;9.2;23.2;6.5;58;3.8;1.4;7.1;52.3;1483;79.9;13.4;6.7;0;8.4;406.021.105.528;-739.507.537.688;NY;40.6021105528 -73.9507537688
814;36047056100;Kings;Brooklyn;3003;1403;1600;7.8;78;4.5;0.5;6.4;2364;80000;7368;46508;5125;9.4;1.2;60.5;11.2;17.9;6.2;4.2;9.2;0.8;71.2;5;10.2;3.5;37.6;2021;83.2;7.5;9.3;0;5.6;407.242.211.055;-739.602.512.563;NY;40.7242211055 -73.9602512563
815;36047056200;Kings;Brooklyn;1519;758;761;0;84.3;0;0;15.7;1084;66250;19873;32257;4502;10.9;4.8;53.4;9.1;32.8;1.5;3.1;50.5;9.7;36;1.1;0;2.7;34.1;582;84.5;11.3;4.1;0;4.6;406.021.105.528;-739.475.879.397;NY;40.6021105528 -73.9475879397
816;36047056300;Kings;Brooklyn;4519;2224;2295;15.1;65.1;1.7;0;10.6;3335;66591;10236;44787;11804;24.3;20;54.7;15.9;18.8;5.1;5.5;9.3;0;74.8;10.6;2.5;2.8;38.9;2881;85.4;7.5;7.2;0;6.9;407.332.663.317;-739.602.512.563;NY;40.7332663317 -73.9602512563
817;36047056400;Kings;Brooklyn;2545;1252;1293;8;80.6;1.5;0;8.9;1858;71707;9072;34317;2684;3;0;52.2;7;24.7;5.4;10.6;36;9.3;46.9;4;0.3;3.5;41.3;1052;82.5;15.7;1.8;0;5.2;406.066.331.658;-739.444.221.106;NY;40.6066331658 -73.9444221106
